,,"Graphene [kg]","Natural gas, combusted in industrial boiler [m3]","Natural gas, at extraction site [m3]","Acetone Production [kg]","copper sheet [kg]","municipal waste (unspecified) [kg]","Diesel, combusted in industrial boiler [m3]","Gasoline, combusted in equipment [m3]","Electricity, at grid, US, 2000 [kWh]","de-ionised water [kg]","iron (III) chloride, 40% in H2O, at plant [kg]","Hydrogen, liquid, synthesis gas, at plant [kg]","polymethyl methacrylate (PMMA) beads [kg]","Natural gas, processed, at plant [m3]","Iron, sand casted [kg]","Chlorine, production mix, at plant [kg]","Transport, combination truck, average fuel mix [t*km]","Hydrochloric acid, at plant [kg]","Natural gas, processed, for olefins production, at plant [kg]","Transport, pipeline, natural gas [t*km]","Electricity, at grid, US, 2008 [kWh]","Propylene, at plant [kg]","oxygen [kg]","Sulfuric acid, at plant [kg]","benzene [kg]","Transport, barge, average fuel mix [t*km]","transport, train, diesel powered [t*km]","Natural gas, processed, at plant [m3]","Sodium hydroxide, production mix, at plant [kg]","Dummy, TEA gas scrubber, at plant [kg]","Oxygen, liquid, at plant [kg]","Dummy, Disposal, sludge, to sanitary landfill [kg]","Sodium chloride, at plant [kg]","Transport, pipeline, unspecified petroleum products [t*km]","transport, combination truck, diesel powered [t*km]","Natural gas, extracted [kg]","Natural gas, combusted in industrial boiler, at hydrocracker, for propylene [m3]","Electricity, at cogen, for natural gas turbine [kWh]","Sulfur, at plant [kg]","transport, barge, diesel powered [t*km]","Transport, barge, residual fuel oil powered [t*km]"
,,"","","","","Materials production / Metals and semimetals","Wastes / Production residues","","","","Materials production / Water","chemicals / inorganics","","Materials production / Plastics","","","","","","","","","","Materials production / Inorganic chemicals","","Materials production / Organic chemicals","","","","","","","","","","","","","","","",""
"Phenol [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15318752449738E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18996348162711E-8,0.0,3.53665128242418E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Titanium [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98189400816489E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23875918028312E-14,0.0,1.38581114014925E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbonate [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48522559369509E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70415313568507E-6,0.0,5.03894366279935E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palladium [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.76483808264943E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0483695484522E-13,0.0,-1.11003332440973E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hydroxide [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61815963494424E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14537172719247E-10,0.0,1.61075206530196E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Diethylamine [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75760912592593E-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74383670001674E-17,0.0,2.95274557559906E-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hexane [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87231969598733E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71132338836396E-14,0.0,1.45351567445094E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Strontium [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29517449926272E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61464724120185E-10,0.0,7.57549673702894E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zinc [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2073898324036E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88459322587523E-9,0.0,4.06677754833763E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VOC, volatile organic compounds, unspecified origin [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73882694261433E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19762885127076E-11,0.0,6.27618644636892E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bromine [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1232380472345E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45092542477647E-12,0.0,2.86994370302665E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Xylene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84738781912162E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23139107439284E-9,0.0,1.09456275595797E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17022551663843E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43017288813454E-9,0.0,1.54840614357954E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Propane, 1,2-dichloro- [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79807113847403E-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8422644432112E-17,0.0,5.28480764365174E-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iron [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3948142812445E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01750356099164E-9,0.0,2.49417666791161E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arsenic [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1750563204074E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23768802099039E-9,0.0,1.42745890078427E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chrysene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24460224295109E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91157685681501E-11,0.0,1.04772599020751E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Silver [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90296791993424E-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01533001306311E-13,0.0,1.13585890254242E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium, ion [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28157950791903E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24159079783269E-12,0.0,5.91738874036061E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fluoranthene [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20572237141995E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28612582154532E-13,0.0,3.01951191470187E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Molybdenum [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45783825516038E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08755955802587E-9,0.0,-4.15480268233058E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cresol [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62830732109759E-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17084773087846E-13,0.0,1.3008467309165E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anthracene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35710433738953E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25162592318286E-12,0.0,2.15017891065248E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Particulates, > 10 um [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97557528864868E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32000639346697E-6,0.0,4.99495311855988E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfide [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16180833399034E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49118252340133E-7,0.0,1.516569322168E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chloride [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06217385342432E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39522521743509E-7,0.0,2.7623692749722E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acrylonitrile [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77754046752362E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46637369868532E-12,0.0,3.86479519686364E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfate [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74957358895E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4993424687475E-12,0.0,3.08837793730612E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbon dioxide, in air [kg]","resource / in air",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.70436579796568E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00265943328561584,0.0,-0.00155562029092377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Magnesite [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.53430292145573E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.31783228981239E-10,0.0,-1.49469228789995E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Naphthalene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04829300098132E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1144049779676E-10,0.0,2.70947800097145E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cobalt [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01730488228761E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89438545270314E-10,0.0,2.03010372101598E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fluoride [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87228119568288E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72600842086015E-9,0.0,7.89173725780771E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arsenic [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77024187981832E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26784798205824E-13,0.0,6.18818306650069E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lead dioxide [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16419600769582E-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92964823456641E-14,0.0,5.326956769189E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hexamethylene diamine [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73189314680088E-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10162893204372E-13,0.0,6.58416974285633E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phosphate [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42096311576619E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92872916422681E-7,0.0,4.5806193540287E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bromide [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76164912501769E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01776217020752E-10,0.0,2.36747382691877E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzo(k)fluoranthene [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41406285112015E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54675900519336E-13,0.0,8.35390176670004E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tellurium [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70861281322475E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65416546205962E-13,0.0,7.88978080811473E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cobalt [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2610492824372E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48207513388986E-12,0.0,1.67925244172536E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acetic acid [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88211880224053E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73922892307337E-10,0.0,3.9949256878516E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzo(a)anthracene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50381452793999E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21001621364632E-12,0.0,1.85432218107648E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sodium [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04716506270095E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23299433017485E-9,0.0,4.79281451535447E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calcium chloride [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81788188017114E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48294770401105E-12,0.0,-8.33115906054371E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Octane [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51027809795904E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61163187099608E-9,0.0,9.87419497652E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzo(a)anthracene [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29999866564745E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35045098005748E-13,0.0,1.81336039448022E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzene, ethyl- [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95098019877918E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67244141448145E-10,0.0,2.1075178418459E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cyclohexane [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5085759231207E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91848589996878E-11,0.0,3.3301342762175E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nitrogen monoxide [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69386880206783E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56075125161417E-12,0.0,1.365521177515E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19627942602493E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52231150521317E-9,0.0,2.97936116130901E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anthracene [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56542117746772E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11598658478941E-12,0.0,2.60665752752322E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cadmium [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39721849925197E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10853344782985E-12,0.0,5.61503394241059E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfate [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93634722331723E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48530420566889E-8,0.0,2.52761553694666E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pumice, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.8737478041173E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36746336398542E-8,0.0,-8.17299786137063E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Toluene [kg]","water / ocean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39186955173682E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51297381640937E-9,0.0,9.0712690864992E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cobalt [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05554508366064E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35438547328477E-11,0.0,2.76243953265622E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gold [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0104365346792E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.08971707144343E-13,0.0,-1.19746108441497E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ammonia [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97705362412568E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87447650283828E-7,0.0,8.00504464923006E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium VI [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88492586405E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71003459106942E-18,0.0,2.07807346867857E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zinc [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32300901492408E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74314047360386E-10,0.0,1.71786224483801E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arsine [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87010258062765E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38715680701565E-13,0.0,2.06301443623142E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Strontium [kg]","soil / unspecified",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77594676311929E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33431112663163E-7,0.0,5.05650018381778E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acenaphthylene [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04353756509645E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87792068708494E-13,0.0,6.21813374880424E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
